domain,project,field,1,2,3,4,total
rt,gemini.naming,assignee,0,0,0,0,26
rt,gemini.naming,product,1,2,0,0,26
rt,gemini.naming,status,0,0,0,0,26
technology,lyo,os,19,0,0,0,881
technology,lyo,priority,2,0,0,0,881
technology,lyo,hardware,21,0,0,0,881
technology,lyo,version,31,0,0,0,881
technology,lyo,component,3,0,0,0,881
technology,lyo,severity,43,0,0,0,881
technology,lyo,assignee,0,0,0,0,881
technology,lyo,product,0,0,0,0,881
technology,lyo,status,0,0,0,0,881
modeling,emft,os,4,0,0,0,604
modeling,emft,priority,31,1,0,0,604
modeling,emft,hardware,2,0,0,0,604
modeling,emft,version,32,1,0,0,604
modeling,emft,component,10,0,0,0,604
modeling,emft,severity,32,1,0,0,604
modeling,emft,assignee,0,0,0,0,604
modeling,emft,product,6,0,0,0,604
modeling,emft,status,0,0,0,0,604
technology,rtsc,os,94,0,0,0,1229
technology,rtsc,priority,114,11,8,1,1229
technology,rtsc,hardware,87,0,0,0,1229
technology,rtsc,version,3,0,0,0,1229
technology,rtsc,component,11,0,0,0,1229
technology,rtsc,severity,32,0,0,0,1229
technology,rtsc,assignee,0,0,0,0,1229
technology,rtsc,product,0,0,0,0,1229
technology,rtsc,status,0,0,0,0,1229
ecd,orion,os,59,2,0,0,9557
ecd,orion,priority,82,4,2,0,9557
ecd,orion,hardware,28,0,0,0,9557
ecd,orion,version,217,1,0,0,9557
ecd,orion,component,470,15,0,0,9557
ecd,orion,severity,234,16,0,0,9557
ecd,orion,assignee,0,0,0,0,9557
ecd,orion,product,426,0,0,0,9557
ecd,orion,status,0,0,0,0,9557
tools,pdt,os,116,2,0,0,5440
tools,pdt,priority,635,40,1,1,5440
tools,pdt,hardware,52,0,0,0,5440
tools,pdt,version,321,14,2,1,5440
tools,pdt,component,235,34,0,0,5440
tools,pdt,severity,338,27,3,0,5440
tools,pdt,assignee,0,0,0,0,5440
tools,pdt,product,24,1,0,0,5440
tools,pdt,status,0,0,0,0,5440
technology,nebula,os,32,0,0,0,1118
technology,nebula,priority,61,5,0,0,1118
technology,nebula,hardware,16,0,0,0,1118
technology,nebula,version,12,3,1,0,1118
technology,nebula,component,11,1,0,0,1118
technology,nebula,severity,42,1,1,1,1118
technology,nebula,assignee,0,0,0,0,1118
technology,nebula,product,7,1,0,0,1118
technology,nebula,status,0,0,0,0,1118
tools,ldt,os,15,0,0,0,381
tools,ldt,priority,70,15,3,2,381
tools,ldt,hardware,12,0,0,0,381
tools,ldt,version,27,0,0,0,381
tools,ldt,component,2,0,0,0,381
tools,ldt,severity,66,1,0,0,381
tools,ldt,assignee,0,0,0,0,381
tools,ldt,product,0,0,0,0,381
tools,ldt,status,0,0,0,0,381
technology,tm4e,os,0,0,0,0,1
technology,tm4e,priority,0,0,0,0,1
technology,tm4e,hardware,0,0,0,0,1
technology,tm4e,version,0,0,0,0,1
technology,tm4e,component,0,0,0,0,1
technology,tm4e,severity,1,0,0,0,1
technology,tm4e,assignee,0,0,0,0,1
technology,tm4e,product,0,0,0,0,1
technology,tm4e,status,0,0,0,0,1
technology,ease,os,58,0,0,0,454
technology,ease,priority,2,0,0,0,454
technology,ease,hardware,55,0,0,0,454
technology,ease,version,56,1,0,0,454
technology,ease,component,26,25,0,0,454
technology,ease,severity,23,0,0,0,454
technology,ease,assignee,0,0,0,0,454
technology,ease,product,44,0,0,0,454
technology,ease,status,0,0,0,0,454
modeling,emfcompare,os,11,0,0,0,1095
modeling,emfcompare,priority,23,1,0,0,1095
modeling,emfcompare,hardware,10,0,0,0,1095
modeling,emfcompare,version,55,8,0,0,1095
modeling,emfcompare,component,58,0,0,0,1095
modeling,emfcompare,severity,44,1,0,0,1095
modeling,emfcompare,assignee,0,0,0,0,1095
modeling,emfcompare,product,3,0,0,0,1095
modeling,emfcompare,status,0,0,0,0,1095
technology,tigerstripe,os,1,0,0,0,1147
technology,tigerstripe,priority,13,1,0,0,1147
technology,tigerstripe,hardware,0,0,0,0,1147
technology,tigerstripe,version,1,0,0,0,1147
technology,tigerstripe,component,6,1,0,0,1147
technology,tigerstripe,severity,78,4,0,0,1147
technology,tigerstripe,assignee,0,0,0,0,1147
technology,tigerstripe,product,0,1,0,0,1147
technology,tigerstripe,status,0,0,0,0,1147
modeling,emfstore,os,30,0,0,0,528
modeling,emfstore,priority,49,2,0,0,528
modeling,emfstore,hardware,4,0,0,0,528
modeling,emfstore,version,7,1,0,0,528
modeling,emfstore,component,1,0,0,0,528
modeling,emfstore,severity,8,0,0,0,528
modeling,emfstore,assignee,0,0,0,0,528
modeling,emfstore,product,0,0,0,0,528
modeling,emfstore,status,0,0,0,0,528
rt,riena,os,29,0,0,0,998
rt,riena,priority,80,5,0,0,998
rt,riena,hardware,25,0,0,0,998
rt,riena,version,11,0,0,0,998
rt,riena,component,54,2,0,0,998
rt,riena,severity,45,1,0,0,998
rt,riena,assignee,0,0,0,0,998
rt,riena,product,0,0,0,0,998
rt,riena,status,0,0,0,0,998
technology,flux,os,2,0,0,0,61
technology,flux,priority,1,0,0,0,61
technology,flux,hardware,2,0,0,0,61
technology,flux,version,0,0,0,0,61
technology,flux,component,1,0,0,0,61
technology,flux,severity,1,0,0,0,61
technology,flux,assignee,0,0,0,0,61
technology,flux,product,0,0,0,0,61
technology,flux,status,0,0,0,0,61
modeling,qvto,os,5,0,0,0,967
modeling,qvto,priority,7,0,0,0,967
modeling,qvto,hardware,4,0,0,0,967
modeling,qvto,version,15,0,0,0,967
modeling,qvto,component,12,0,0,0,967
modeling,qvto,severity,13,1,0,0,967
modeling,qvto,assignee,0,0,0,0,967
modeling,qvto,product,2,0,0,0,967
modeling,qvto,status,0,0,0,0,967
science,ice,os,2,0,0,0,327
science,ice,priority,3,0,0,0,327
science,ice,hardware,1,1,0,0,327
science,ice,version,0,0,0,0,327
science,ice,component,1,0,0,0,327
science,ice,severity,2,2,0,0,327
science,ice,assignee,0,0,0,0,327
science,ice,product,1,0,0,0,327
science,ice,status,0,0,0,0,327
tools,windowbuilder,os,21,0,0,0,501
tools,windowbuilder,priority,2,0,0,0,501
tools,windowbuilder,hardware,16,0,0,0,501
tools,windowbuilder,version,8,0,0,0,501
tools,windowbuilder,component,10,0,0,0,501
tools,windowbuilder,severity,48,3,1,0,501
tools,windowbuilder,assignee,0,0,0,0,501
tools,windowbuilder,product,8,0,0,0,501
tools,windowbuilder,status,0,0,0,0,501
tools,pdt.incubator,os,0,0,0,0,1
tools,pdt.incubator,priority,0,0,0,0,1
tools,pdt.incubator,hardware,0,0,0,0,1
tools,pdt.incubator,version,0,0,0,0,1
tools,pdt.incubator,component,0,0,0,0,1
tools,pdt.incubator,severity,0,0,0,0,1
tools,pdt.incubator,assignee,0,0,0,0,1
tools,pdt.incubator,product,0,0,0,0,1
tools,pdt.incubator,status,0,0,0,0,1
modeling,qvtd,os,0,0,0,0,262
modeling,qvtd,priority,0,0,0,0,262
modeling,qvtd,hardware,0,0,0,0,262
modeling,qvtd,version,1,0,0,0,262
modeling,qvtd,component,87,0,0,0,262
modeling,qvtd,severity,3,0,0,0,262
modeling,qvtd,assignee,0,0,0,0,262
modeling,qvtd,product,0,0,0,0,262
modeling,qvtd,status,0,0,0,0,262
modeling,pmf,os,0,0,0,0,31
modeling,pmf,priority,0,0,0,0,31
modeling,pmf,hardware,0,0,0,0,31
modeling,pmf,version,0,0,0,0,31
modeling,pmf,component,0,0,0,0,31
modeling,pmf,severity,0,0,0,0,31
modeling,pmf,assignee,0,0,0,0,31
modeling,pmf,product,0,0,0,0,31
modeling,pmf,status,0,0,0,0,31
science,eavp,os,0,0,0,0,4
science,eavp,priority,0,0,0,0,4
science,eavp,hardware,0,0,0,0,4
science,eavp,version,0,0,0,0,4
science,eavp,component,0,0,0,0,4
science,eavp,severity,0,0,0,0,4
science,eavp,assignee,0,0,0,0,4
science,eavp,product,0,0,0,0,4
science,eavp,status,0,0,0,0,4
iot,risev2g,os,0,0,0,0,1
iot,risev2g,priority,0,0,0,0,1
iot,risev2g,hardware,0,0,0,0,1
iot,risev2g,version,0,0,0,0,1
iot,risev2g,component,0,0,0,0,1
iot,risev2g,severity,0,0,0,0,1
iot,risev2g,assignee,0,0,0,0,1
iot,risev2g,product,0,0,0,0,1
iot,risev2g,status,0,0,0,0,1
modeling,tmf,os,70,2,1,0,5272
modeling,tmf,priority,57,2,0,0,5272
modeling,tmf,hardware,68,0,1,0,5272
modeling,tmf,version,381,19,2,0,5272
modeling,tmf,component,123,24,6,0,5272
modeling,tmf,severity,500,66,6,0,5272
modeling,tmf,assignee,0,0,0,0,5272
modeling,tmf,product,8,1,0,0,5272
modeling,tmf,status,0,0,0,0,5272
tools,andmore,os,0,0,0,0,114
tools,andmore,priority,1,0,0,0,114
tools,andmore,hardware,0,0,0,0,114
tools,andmore,version,4,0,0,0,114
tools,andmore,component,2,0,0,0,114
tools,andmore,severity,0,0,0,0,114
tools,andmore,assignee,0,0,0,0,114
tools,andmore,product,2,0,0,0,114
tools,andmore,status,0,0,0,0,114
soa,jwt,os,14,0,0,0,408
soa,jwt,priority,30,7,0,0,408
soa,jwt,hardware,5,0,0,0,408
soa,jwt,version,74,47,19,6,408
soa,jwt,component,27,0,0,0,408
soa,jwt,severity,13,1,0,0,408
soa,jwt,assignee,0,0,0,0,408
soa,jwt,product,0,0,0,0,408
soa,jwt,status,0,0,0,0,408
modeling,mmt,os,0,0,0,0,42
modeling,mmt,priority,27,1,0,0,42
modeling,mmt,hardware,0,0,0,0,42
modeling,mmt,version,0,0,0,0,42
modeling,mmt,component,0,0,0,0,42
modeling,mmt,severity,3,0,0,0,42
modeling,mmt,assignee,0,0,0,0,42
modeling,mmt,product,0,0,0,0,42
modeling,mmt,status,0,0,0,0,42
tools,mat,os,7,1,0,0,461
tools,mat,priority,1,0,0,0,461
tools,mat,hardware,7,1,0,0,461
tools,mat,version,11,0,0,0,461
tools,mat,component,3,0,0,0,461
tools,mat,severity,7,0,0,0,461
tools,mat,assignee,0,0,0,0,461
tools,mat,product,0,0,0,0,461
tools,mat,status,0,0,0,0,461
modeling,papyrus,os,789,2,1,0,9634
modeling,papyrus,priority,68,7,0,0,9634
modeling,papyrus,hardware,808,1,1,0,9634
modeling,papyrus,version,836,51,7,0,9634
modeling,papyrus,component,478,19,0,0,9634
modeling,papyrus,severity,551,25,5,0,9634
modeling,papyrus,assignee,0,0,0,0,9634
modeling,papyrus,product,4,1,0,0,9634
modeling,papyrus,status,0,0,0,0,9634
soa,mangrove,os,0,0,0,0,13
soa,mangrove,priority,0,0,0,0,13
soa,mangrove,hardware,0,0,0,0,13
soa,mangrove,version,0,0,0,0,13
soa,mangrove,component,2,0,0,0,13
soa,mangrove,severity,3,0,0,0,13
soa,mangrove,assignee,0,0,0,0,13
soa,mangrove,product,2,0,0,0,13
soa,mangrove,status,0,0,0,0,13
modeling,mdt.xsd,os,1,0,0,0,404
modeling,mdt.xsd,priority,13,1,0,0,404
modeling,mdt.xsd,hardware,0,0,0,0,404
modeling,mdt.xsd,version,29,1,0,0,404
modeling,mdt.xsd,component,23,1,0,0,404
modeling,mdt.xsd,severity,37,0,0,0,404
modeling,mdt.xsd,assignee,0,0,0,0,404
modeling,mdt.xsd,product,24,0,0,0,404
modeling,mdt.xsd,status,0,0,0,0,404
rt,eclipselink,os,79,0,0,0,7952
rt,eclipselink,priority,1420,72,18,0,7952
rt,eclipselink,hardware,86,0,0,0,7952
rt,eclipselink,version,483,29,0,0,7952
rt,eclipselink,component,62,5,0,0,7952
rt,eclipselink,severity,501,23,10,0,7952
rt,eclipselink,assignee,0,0,0,0,7952
rt,eclipselink,product,2,3,0,0,7952
rt,eclipselink,status,0,0,0,0,7952
technology,xwt,os,4,0,0,0,352
technology,xwt,priority,1,0,0,0,352
technology,xwt,hardware,0,0,0,0,352
technology,xwt,version,111,4,0,0,352
technology,xwt,component,222,0,0,0,352
technology,xwt,severity,2,0,0,0,352
technology,xwt,assignee,0,0,0,0,352
technology,xwt,product,222,0,0,0,352
technology,xwt,status,0,0,0,0,352
modeling,viatra,os,5,0,0,0,1037
modeling,viatra,priority,11,0,0,0,1037
modeling,viatra,hardware,3,0,0,0,1037
modeling,viatra,version,87,33,11,8,1037
modeling,viatra,component,31,1,0,0,1037
modeling,viatra,severity,27,4,0,0,1037
modeling,viatra,assignee,0,0,0,0,1037
modeling,viatra,product,24,0,0,0,1037
modeling,viatra,status,0,0,0,0,1037
technology,egit,os,146,1,0,0,4085
technology,egit,priority,3,0,0,0,4085
technology,egit,hardware,125,1,0,0,4085
technology,egit,version,168,7,1,0,4085
technology,egit,component,19,2,0,0,4085
technology,egit,severity,348,22,4,0,4085
technology,egit,assignee,0,0,0,0,4085
technology,egit,product,8,2,0,0,4085
technology,egit,status,0,0,0,0,4085
technology,eclemma,os,2,0,0,0,20
technology,eclemma,priority,0,0,0,0,20
technology,eclemma,hardware,2,0,0,0,20
technology,eclemma,version,0,0,0,0,20
technology,eclemma,component,0,0,0,0,20
technology,eclemma,severity,1,0,0,0,20
technology,eclemma,assignee,0,0,0,0,20
technology,eclemma,product,0,0,0,0,20
technology,eclemma,status,0,0,0,0,20
technology,mdmbl,os,0,0,0,0,2
technology,mdmbl,priority,0,0,0,0,2
technology,mdmbl,hardware,0,0,0,0,2
technology,mdmbl,version,0,0,0,0,2
technology,mdmbl,component,0,0,0,0,2
technology,mdmbl,severity,0,0,0,0,2
technology,mdmbl,assignee,0,0,0,0,2
technology,mdmbl,product,0,0,0,0,2
technology,mdmbl,status,0,0,0,0,2
modeling,emft.henshin,os,0,0,0,0,90
modeling,emft.henshin,priority,0,0,0,0,90
modeling,emft.henshin,hardware,0,0,0,0,90
modeling,emft.henshin,version,0,0,0,0,90
modeling,emft.henshin,component,2,0,0,0,90
modeling,emft.henshin,severity,3,0,0,0,90
modeling,emft.henshin,assignee,0,0,0,0,90
modeling,emft.henshin,product,0,0,0,0,90
modeling,emft.henshin,status,0,0,0,0,90
soa,bpmn2modeler,os,1,0,0,0,705
soa,bpmn2modeler,priority,8,0,0,0,705
soa,bpmn2modeler,hardware,0,0,0,0,705
soa,bpmn2modeler,version,22,1,0,0,705
soa,bpmn2modeler,component,4,0,0,0,705
soa,bpmn2modeler,severity,37,2,0,0,705
soa,bpmn2modeler,assignee,0,0,0,0,705
soa,bpmn2modeler,product,1,0,0,0,705
soa,bpmn2modeler,status,0,0,0,0,705
modeling,eatop,os,1,0,0,0,34
modeling,eatop,priority,0,0,0,0,34
modeling,eatop,hardware,1,0,0,0,34
modeling,eatop,version,0,0,0,0,34
modeling,eatop,component,1,0,0,0,34
modeling,eatop,severity,0,0,0,0,34
modeling,eatop,assignee,0,0,0,0,34
modeling,eatop,product,0,0,0,0,34
modeling,eatop,status,0,0,0,0,34
rt,smila,os,8,0,0,0,216
rt,smila,priority,14,1,0,0,216
rt,smila,hardware,6,0,0,0,216
rt,smila,version,9,1,0,0,216
rt,smila,component,5,1,0,0,216
rt,smila,severity,30,2,1,0,216
rt,smila,assignee,0,0,0,0,216
rt,smila,product,0,0,0,0,216
rt,smila,status,0,0,0,0,216
iot,krikkit,os,0,0,0,0,6
iot,krikkit,priority,0,0,0,0,6
iot,krikkit,hardware,0,0,0,0,6
iot,krikkit,version,0,0,0,0,6
iot,krikkit,component,0,0,0,0,6
iot,krikkit,severity,0,0,0,0,6
iot,krikkit,assignee,0,0,0,0,6
iot,krikkit,product,0,0,0,0,6
iot,krikkit,status,0,0,0,0,6
modeling,emft.doc2model,os,0,0,0,0,1
modeling,emft.doc2model,priority,0,0,0,0,1
modeling,emft.doc2model,hardware,0,0,0,0,1
modeling,emft.doc2model,version,0,0,0,0,1
modeling,emft.doc2model,component,0,0,0,0,1
modeling,emft.doc2model,severity,0,0,0,0,1
modeling,emft.doc2model,assignee,0,0,0,0,1
modeling,emft.doc2model,product,0,0,0,0,1
modeling,emft.doc2model,status,0,0,0,0,1
modeling,efm,os,0,0,0,0,23
modeling,efm,priority,0,0,0,0,23
modeling,efm,hardware,0,0,0,0,23
modeling,efm,version,0,0,0,0,23
modeling,efm,component,1,0,0,0,23
modeling,efm,severity,1,0,0,0,23
modeling,efm,assignee,0,0,0,0,23
modeling,efm,product,0,0,0,0,23
modeling,efm,status,0,0,0,0,23
technology,nattable,os,4,0,0,0,743
technology,nattable,priority,0,0,0,0,743
technology,nattable,hardware,2,0,0,0,743
technology,nattable,version,5,1,1,0,743
technology,nattable,component,4,0,0,0,743
technology,nattable,severity,30,0,0,0,743
technology,nattable,assignee,0,0,0,0,743
technology,nattable,product,0,0,0,0,743
technology,nattable,status,0,0,0,0,743
technology,subversive,os,11,0,0,0,2591
technology,subversive,priority,34,2,0,0,2591
technology,subversive,hardware,7,0,0,0,2591
technology,subversive,version,47,3,0,0,2591
technology,subversive,component,31,3,0,0,2591
technology,subversive,severity,72,6,1,1,2591
technology,subversive,assignee,0,0,0,0,2591
technology,subversive,product,12,2,0,0,2591
technology,subversive,status,0,0,0,0,2591
rt,gemini,os,1,0,0,0,5
rt,gemini,priority,0,0,0,0,5
rt,gemini,hardware,0,0,0,0,5
rt,gemini,version,0,0,0,0,5
rt,gemini,component,0,0,0,0,5
rt,gemini,severity,0,0,0,0,5
rt,gemini,assignee,0,0,0,0,5
rt,gemini,product,0,0,0,0,5
rt,gemini,status,0,0,0,0,5
technology,jgit,os,35,0,0,0,991
technology,jgit,priority,2,0,0,0,991
technology,jgit,hardware,31,0,0,0,991
technology,jgit,version,59,2,0,1,991
technology,jgit,component,6,0,0,0,991
technology,jgit,severity,103,5,0,1,991
technology,jgit,assignee,0,0,0,0,991
technology,jgit,product,4,0,0,0,991
technology,jgit,status,0,0,0,0,991
technology,rcptt,os,3,0,0,0,254
technology,rcptt,priority,2,0,0,0,254
technology,rcptt,hardware,0,0,0,0,254
technology,rcptt,version,5,1,0,0,254
technology,rcptt,component,3,0,0,0,254
technology,rcptt,severity,7,0,0,0,254
technology,rcptt,assignee,0,0,0,0,254
technology,rcptt,product,0,0,0,0,254
technology,rcptt,status,0,0,0,0,254
webtools,libra,os,0,0,0,0,152
webtools,libra,priority,0,0,0,0,152
webtools,libra,hardware,0,0,0,0,152
webtools,libra,version,7,0,0,0,152
webtools,libra,component,7,21,1,0,152
webtools,libra,severity,9,1,0,0,152
webtools,libra,assignee,0,0,0,0,152
webtools,libra,product,22,0,0,0,152
webtools,libra,status,0,0,0,0,152
modeling,gendoc,os,0,0,0,0,106
modeling,gendoc,priority,0,0,0,0,106
modeling,gendoc,hardware,0,0,0,0,106
modeling,gendoc,version,3,0,0,0,106
modeling,gendoc,component,2,0,0,0,106
modeling,gendoc,severity,4,0,0,0,106
modeling,gendoc,assignee,0,0,0,0,106
modeling,gendoc,product,0,0,0,0,106
modeling,gendoc,status,0,0,0,0,106
modeling,mdt,os,0,0,0,0,114
modeling,mdt,priority,28,1,0,0,114
modeling,mdt,hardware,0,0,0,0,114
modeling,mdt,version,4,1,0,0,114
modeling,mdt,component,4,1,0,0,114
modeling,mdt,severity,16,0,0,0,114
modeling,mdt,assignee,0,0,0,0,114
modeling,mdt,product,2,1,0,0,114
modeling,mdt,status,0,0,0,0,114
modeling,emf,os,56,0,0,0,8029
modeling,emf,priority,268,20,2,0,8029
modeling,emf,hardware,34,0,0,0,8029
modeling,emf,version,827,174,73,106,8029
modeling,emf,component,751,14,1,1,8029
modeling,emf,severity,508,22,5,0,8029
modeling,emf,assignee,0,0,0,0,8029
modeling,emf,product,179,4,0,0,8029
modeling,emf,status,0,0,0,0,8029
rt,ebr,os,0,0,0,0,6
rt,ebr,priority,0,0,0,0,6
rt,ebr,hardware,0,0,0,0,6
rt,ebr,version,0,0,0,0,6
rt,ebr,component,0,0,0,0,6
rt,ebr,severity,0,0,0,0,6
rt,ebr,assignee,0,0,0,0,6
rt,ebr,product,0,0,0,0,6
